quarter,airline_id,origin_airport,destination_airport,distance,num_people,revenue
4,--,STL,ELP,1022,1,375
4,--,HOU,ELP,677,1,65
4,--,BOS,ELP,2067,1,285
4,--,DFW,ELP,551,6,550
4,--,AMA,ELP,358,2,140
4,--,LAS,ELP,583,1,65
4,--,LAX,ELP,715,3,275
4,--,SBA,ELP,801,1,95
4,--,ROW,ELP,149,1,5
4,--,SMF,ELP,981,1,195
4,--,SJC,ELP,964,1,55
4,--,RST,ELP,1125,1,115
4,--,SLC,ELP,693,1,85
4,--,BTV,ERI,390,1,95
4,--,BWI,ERI,272,1,105
4,--,PIT,ERI,110,7,175
4,--,CLE,ERI,99,6,160
4,--,IPT,ERI,178,1,45
4,--,CAK,ERI,104,1,25
4,--,BUF,ERI,95,4,50
4,--,EWR,ERI,326,1,25
4,--,TPA,ERI,982,1,675
4,--,PHL,ERI,300,1,165
4,--,IAD,ERI,259,1,45
4,--,DTW,ERI,164,1,15
4,--,BOS,ERI,470,1,155
4,--,ORD,ESC,262,1,25
4,--,DTW,ESC,306,1,5
4,--,MKE,ESC,196,1,75
4,--,RDM,EUG,103,10,220
4,--,PDX,EUG,106,68,1170
4,--,MFR,EUG,122,5,35
4,--,BOI,EUG,351,2,230
4,--,SEA,EUG,234,19,825
4,--,PHX,EUG,952,1,135
4,--,LAX,EUG,748,2,220
4,--,SFO,EUG,451,2,400
4,--,LAS,EUG,700,2,290
4,--,OTH,EUG,71,2,20
4,--,TUS,EUG,1062,1,425
4,--,EWR,EUG,2483,1,1015
4,--,SLC,EUG,618,1,135
4,--,GEG,EUG,365,5,115
4,--,BLI,EUG,324,1,45
4,--,ACV,EUG,222,1,15
4,--,SMF,EUG,384,1,75
4,--,RNO,EUG,365,1,45
4,--,SJC,EUG,471,1,65
4,--,STL,EVV,162,4,70
4,--,SDF,EVV,98,4,30
4,--,PAH,EVV,96,2,30
4,--,IND,EVV,133,14,160
4,--,OWB,EVV,29,1,5
4,--,BNA,EVV,140,8,240
4,--,TLH,EVV,557,1,75
4,--,ORD,EVV,272,4,140
4,--,LGA,EVV,754,1,125
4,--,MSY,EVV,576,1,165
4,--,CLT,EVV,414,1,65
4,--,CVG,EVV,170,2,340
4,--,MEM,EVV,248,1,25
4,--,SFO,EVV,1895,1,395
4,--,CRW,EVV,324,1,45
4,--,SAV,EWN,314,1,75
4,--,STL,EWN,779,1,155
4,--,ATL,EWN,433,1,75
4,--,RDU,EWN,113,9,165
4,--,GSO,EWN,178,1,15
4,--,RIC,EWN,168,1,75
4,--,CHS,EWN,228,1,105
4,--,ILM,EWN,74,1,5
4,--,OAJ,EWN,36,1,15
4,--,SFO,EWR,2565,4,3630
4,--,PHL,EWR,80,263,3865
4,--,JFK,EWR,21,110,570
4,--,IAD,EWR,212,180,7710
4,--,ALB,EWR,143,37,1125
4,--,DCA,EWR,199,120,5160
4,--,LGA,EWR,17,105,605
4,--,BWI,EWR,169,111,3275
4,--,BDL,EWR,116,49,955
4,--,ABE,EWR,67,27,435
4,--,CLT,EWR,529,5,645
4,--,AVP,EWR,93,9,205
4,--,CLE,EWR,404,12,1130
4,--,BOS,EWR,200,313,13425
4,--,ITH,EWR,172,4,170
4,--,PIT,EWR,319,19,1215
4,--,DTW,EWR,488,7,795
4,--,GRR,EWR,605,2,210
4,--,RIC,EWR,277,7,335
4,--,SYR,EWR,195,15,645
4,--,PVD,EWR,160,23,595
4,--,HPN,EWR,35,11,125
4,--,BUF,EWR,282,26,1380
4,--,SWF,EWR,56,3,35
4,--,ATL,EWR,746,10,1660
4,--,CHO,EWR,289,2,100
4,--,PWM,EWR,284,10,260
4,--,IND,EWR,645,4,350
4,--,ROC,EWR,246,11,695
4,--,HVN,EWR,78,1,5
4,--,CHS,EWR,628,3,195
4,--,MDT,EWR,141,11,315
4,--,ORF,EWR,284,4,220
4,--,SLC,EWR,1969,1,495
4,--,ORD,EWR,719,22,4070
4,--,PBI,EWR,1023,1,175
4,--,EGE,EWR,1725,1,665
4,--,FAY,EWR,470,1,45
4,--,BGR,EWR,393,6,810
4,--,JAX,EWR,820,1,145
4,--,ROA,EWR,389,1,45
4,--,PHX,EWR,2133,1,415
4,--,GSO,EWR,445,2,220
4,--,MHT,EWR,209,4,140
4,--,RSW,EWR,1068,2,360
4,--,MSP,EWR,1008,5,1485
4,--,RDU,EWR,416,9,695
4,--,DEN,EWR,1605,4,2230
4,--,MCO,EWR,937,6,820
4,--,DFW,EWR,1372,3,1145
4,--,FLL,EWR,1065,7,1475
4,--,TPA,EWR,997,5,935
4,--,MCI,EWR,1092,2,960
4,--,CMH,EWR,463,2,100
4,--,BTV,EWR,266,7,275
4,--,SCE,EWR,193,3,55
4,--,AUS,EWR,1504,2,610
4,--,RST,EWR,963,1,135
4,--,OAK,EWR,2555,1,2495
4,--,LAS,EWR,2227,2,460
4,--,BNA,EWR,748,1,75
4,--,CVG,EWR,569,2,150
4,--,IAH,EWR,1400,4,1190
4,--,ISP,EWR,57,2,20
4,--,MKE,EWR,725,1,55
4,--,HOU,EWR,1411,1,125
4,--,SEA,EWR,2402,4,2760
4,--,ELM,EWR,174,1,15
4,--,ICT,EWR,1263,1,75
4,--,STL,EWR,872,2,240
4,--,TYS,EWR,631,2,230
4,--,MIA,EWR,1085,2,110
4,--,SNA,EWR,2434,3,2045
4,--,MEM,EWR,946,1,75
4,--,MSN,EWR,799,2,300
4,--,DAL,EWR,1365,1,505
4,--,SJC,EWR,2548,1,655
4,--,HSV,EWR,806,1,155
4,--,SBY,EWR,177,1,15
4,--,HNL,EWR,4962,1,765
4,--,SAT,EWR,1569,1,975
4,--,XNA,EWR,1131,1,485
4,--,MIA,EYW,125,83,2285
4,--,MCO,EYW,268,25,955
4,--,SRQ,EYW,202,4,140
4,--,FLL,EYW,145,39,1145
4,--,JAX,EYW,409,2,210
4,--,PBI,EYW,179,8,380
4,--,RSW,EYW,136,13,175
4,--,BOS,EYW,1373,1,125
4,--,MSY,EYW,643,1,325
4,--,GSP,EYW,713,1,115
4,--,ATL,EYW,646,1,115
4,--,CHS,EYW,584,1,85
4,--,MLB,EYW,254,1,5
4,--,TPA,EYW,240,1,45
4,--,EWR,EYW,1196,1,165
4,--,ANC,FAI,261,51,2625
4,--,SEA,FAI,1533,3,1105
4,--,LAX,FAR,1440,1,365
4,--,OMA,FAR,391,4,700
4,--,BIS,FAR,187,19,415
4,--,MSP,FAR,223,15,585
4,--,FSD,FAR,231,3,45
4,--,MOT,FAR,228,2,30
4,--,PHX,FAR,1225,1,75
4,--,JMS,FAR,88,2,30
4,--,GFK,FAR,73,9,135
4,--,BJI,FAR,97,1,15
4,--,EAU,FAR,294,1,5
4,--,PIA,FAR,559,1,45
4,--,BOS,FAR,1304,1,185
4,--,SAN,FAT,314,7,435
4,--,RNO,FAT,188,5,115
4,--,SFO,FAT,158,26,560
4,--,LAX,FAT,209,40,1360
4,--,SNA,FAT,238,6,130
4,--,SMF,FAT,167,27,815
4,--,SBP,FAT,118,4,20
4,--,LAS,FAT,259,3,295
4,--,SJC,FAT,129,16,490
4,--,SEA,FAT,748,1,105
4,--,LGB,FAT,222,1,25
4,--,SLC,FAT,501,1,85
4,--,PDX,FAT,626,1,105
4,--,OAK,FAT,153,6,120
4,--,SBA,FAT,162,2,30
4,--,BUR,FAT,193,1,5
4,--,BFL,FAT,100,1,5
4,--,ABQ,FAT,744,4,490
4,--,PHX,FAT,493,2,400
4,--,ELP,FAT,836,1,345
4,--,ONT,FAT,222,3,155
4,--,MRY,FAT,119,2,60
4,--,AUS,FAT,1348,1,715
4,--,RDU,FAY,61,8,220
4,--,GSO,FAY,97,1,5
4,--,ILM,FAY,75,2,10
4,--,MCO,FAY,474,1,45
4,--,DCA,FAY,285,3,135
4,--,ORF,FAY,199,1,25
4,--,CLT,FAY,118,4,80
4,--,BWI,FAY,313,1,45
4,--,AVL,FAY,209,1,25
4,--,FLO,FAY,73,1,65
4,--,IAD,FAY,284,1,95
4,--,RIC,FAY,194,1,5
4,--,PHL,FAY,392,1,35
4,--,PHF,FAY,199,1,5
4,--,SFO,FAY,2413,1,565
4,--,MSO,FCA,97,16,200
4,--,MSP,FCA,1026,1,465
4,--,ORD,FCA,1352,1,305
4,--,GEG,FCA,159,9,165
4,--,PDX,FCA,437,1,135
4,--,GTF,FCA,146,3,155
4,--,HLN,FCA,159,2,30
4,--,SAN,FCA,1086,2,750
4,--,JAC,FCA,366,3,205
4,--,BIL,FCA,320,4,160
4,--,LAX,FCA,1014,1,245
4,--,PSC,FCA,269,1,35
4,--,SEA,FCA,379,1,25
4,--,SLC,FCA,531,1,35
4,--,BZN,FCA,228,2,60
4,--,PHX,FCA,1033,2,260
4,--,PHX,FLG,119,20,410
4,--,ABQ,FLG,287,2,70
4,--,LAS,FLG,207,3,65
4,--,SLC,FLG,390,1,45
4,--,LAX,FLG,393,1,175
4,--,GJT,FLG,325,1,35
4,--,EYW,FLL,145,23,315
4,--,DCA,FLL,899,14,3400
4,--,ATL,FLL,581,26,3090
4,--,JAX,FLL,319,65,4385
4,--,PBI,FLL,42,191,1605
4,--,MCO,FLL,177,528,16510
4,--,CHS,FLL,470,7,855
4,--,TPA,FLL,197,180,6250
4,--,RSW,FLL,105,104,1810
4,--,SAN,FLL,2269,63,32265
4,--,LGA,FLL,1076,17,4875
4,--,MIA,FLL,21,52,330
4,--,LAX,FLL,2343,75,37935
4,--,IND,FLL,1005,1,125
4,--,EWR,FLL,1065,14,2720
4,--,DFW,FLL,1119,8,1460
4,--,MLB,FLL,143,11,215
4,--,CLT,FLL,632,4,280
4,--,MSY,FLL,674,8,540
4,--,SRQ,FLL,174,15,365
4,--,BOS,FLL,1237,26,6560
4,--,BNA,FLL,793,7,855
4,--,TUL,FLL,1162,1,425
4,--,TLH,FLL,393,5,505
4,--,IAH,FLL,966,2,270
4,--,DAB,FLL,221,8,190
4,--,AVL,FLL,660,1,175
4,--,RDU,FLL,680,8,620
4,--,LGB,FLL,2327,3,1555
4,--,PVD,FLL,1188,2,340
4,--,BDL,FLL,1173,3,1085
4,--,JAN,FLL,737,1,225
4,--,SJU,FLL,1046,6,1440
4,--,STL,FLL,1057,1,145
4,--,MSP,FLL,1487,2,690
4,--,JFK,FLL,1069,14,3730
4,--,IAD,FLL,901,4,600
4,--,SAV,FLL,422,2,150
4,--,SFO,FLL,2584,16,8350
4,--,BQK,FLL,366,1,175
4,--,SEA,FLL,2717,3,1745
4,--,AVP,FLL,1082,1,155
4,--,AUS,FLL,1105,3,1755
4,--,ORD,FLL,1182,3,765
4,--,GRR,FLL,1198,1,65
4,--,BWI,FLL,925,7,1225
4,--,DEN,FLL,1703,2,460
4,--,LAS,FLL,2173,2,560
4,--,DTW,FLL,1127,3,695
4,--,DAL,FLL,1108,2,360
4,--,HPN,FLL,1097,1,175
4,--,MDW,FLL,1167,1,215
4,--,CMH,FLL,973,1,75
4,--,ORF,FLL,781,1,235
4,--,PHL,FLL,992,4,1060
4,--,GNV,FLL,281,1,5
4,--,ABQ,FLL,1688,1,245
4,--,MGM,FLL,571,1,105
4,--,RIC,FLL,805,1,125
4,--,PSP,FLL,2233,1,135
4,--,ELP,FLL,1633,1,25
4,--,CLE,FLL,1062,1,145
4,--,MYR,FLO,57,3,25
4,--,RDU,FLO,128,1,5
4,--,ILM,FLO,104,1,15
4,--,CLT,FLO,99,1,5
4,--,CAE,FLO,82,1,35
4,--,JAX,FLO,279,1,185
4,--,DTW,FNT,56,26,340
4,--,FWA,FNT,156,1,5
4,--,MBS,FNT,43,2,10
4,--,TVC,FNT,153,3,65
4,--,BNA,FNT,497,1,75
4,--,MKE,FNT,211,2,40
4,--,ORD,FNT,223,6,200
4,--,MSP,FNT,491,1,85
4,--,CAK,FNT,185,1,25
4,--,MDW,FNT,221,2,50
4,--,SNA,FNT,1946,1,175
4,--,GRR,FNT,90,2,50
4,--,CLE,FNT,145,1,5
4,--,MQT,FNT,295,1,15
4,--,LAN,FNT,45,1,5
4,--,MSP,FSD,196,17,745
4,--,RAP,FSD,317,17,1045
4,--,DEN,FSD,483,2,240
4,--,FAR,FSD,231,9,605
4,--,MKE,FSD,448,3,105
4,--,SUX,FSD,83,3,25
4,--,CID,FSD,281,5,155
4,--,DSM,FSD,212,8,180
4,--,FWA,FSD,618,1,65
4,--,OMA,FSD,163,15,535
4,--,ORD,FSD,462,3,435
4,--,TUL,FSD,511,1,245
4,--,MLI,FSD,351,1,165
4,--,CAK,FSD,805,1,185
4,--,ILM,FSD,1197,1,385
4,--,GFK,FSD,302,1,65
4,--,LNK,FSD,189,2,10
4,--,TOL,FSD,673,1,215
4,--,IAH,FSD,941,1,125
4,--,CWA,FSD,361,1,25
4,--,ABR,FSD,153,2,190
4,--,BIS,FSD,295,2,260
4,--,AZO,FSD,575,1,505
4,--,XNA,FSM,65,7,125
4,--,LIT,FSM,129,11,205
4,--,SGF,FSM,143,1,5
4,--,OKC,FSM,183,1,5
4,--,TUL,FSM,104,4,60
4,--,STL,FSM,323,2,100
4,--,PHX,FSM,1015,1,405
4,--,ICT,FSM,234,1,15
4,--,SMF,FSM,1517,1,235
4,--,MEM,FSM,249,1,15
4,--,SAN,FSM,1319,1,175
4,--,ORD,FSM,576,1,75
4,--,TYS,FSM,585,1,45
4,--,IND,FWA,105,17,215
4,--,BNA,FWA,344,1,45
4,--,CLE,FWA,177,6,110
4,--,CAK,FWA,196,2,60
4,--,SBN,FWA,77,5,25
4,--,ORD,FWA,157,17,635
4,--,BMI,FWA,198,1,5
4,--,DTW,FWA,128,7,165
4,--,MSP,FWA,488,1,55
4,--,VLD,FWA,711,1,125
4,--,CMH,FWA,139,1,135
4,--,DAY,FWA,90,3,25
4,--,EVV,FWA,238,1,5
4,--,MCI,FWA,517,2,250
4,--,MDW,FWA,144,1,45
4,--,LEX,FWA,205,1,5
4,--,PVD,FWA,717,1,85
4,--,CVG,FWA,136,2,30
4,--,SDF,FWA,196,2,90
4,--,JAX,FWA,749,1,255
4,--,LEX,GCC,1171,1,475
4,--,DEN,GCC,313,3,225
4,--,CPR,GCC,110,1,15
4,--,BNA,GCC,1143,1,315
4,--,RAP,GCC,125,1,165
4,--,AMA,GCK,195,1,5
4,--,DRO,GCK,389,1,85
4,--,YKM,GEG,159,3,75
4,--,FAT,GEG,757,2,290
4,--,PSC,GEG,120,17,495
4,--,PDX,GEG,279,63,3735
4,--,EAT,GEG,126,2,30
4,--,SEA,GEG,224,61,2305
4,--,LWS,GEG,89,4,110
4,--,FCA,GEG,159,3,65
4,--,MSO,GEG,169,5,415
4,--,PUW,GEG,64,6,40
4,--,BOI,GEG,287,15,805
4,--,SFO,GEG,733,3,245
4,--,FSD,GEG,1042,1,205
4,--,RDM,GEG,290,1,35
4,--,BZN,GEG,329,5,255
4,--,ALW,GEG,111,2,10
4,--,OMA,GEG,1151,1,345
4,--,SLC,GEG,546,2,160
4,--,SMF,GEG,649,2,310
4,--,EUG,GEG,365,2,40
4,--,ONT,GEG,936,3,565
4,--,PHL,GEG,2155,1,575
4,--,DEN,GEG,836,1,45
4,--,RNO,GEG,572,1,55
4,--,DCA,GEG,2105,1,35
4,--,HLN,GEG,271,1,25
4,--,PHX,GEG,1020,1,195
4,--,MEM,GEG,1662,1,225
4,--,FAR,GFK,73,4,30
4,--,MOT,GFK,191,2,80
4,--,MSP,GFK,284,6,230
4,--,BIS,GFK,186,3,125
4,--,ISN,GFK,300,1,15
4,--,DEN,GFK,671,2,90
4,--,RAP,GFK,391,1,55
4,--,TYR,GGG,40,2,20
4,--,DFW,GGG,140,4,90
4,--,CRP,GGG,359,1,105
4,--,SLC,GJT,216,8,520
4,--,DEN,GJT,212,17,415
4,--,MKE,GJT,1107,1,865
4,--,SGU,GJT,307,1,25
4,--,ASE,GJT,89,4,110
4,--,COS,GJT,207,3,155
4,--,LAS,GJT,420,8,1040
4,--,ABQ,GJT,301,2,100
4,--,PHX,GJT,438,3,425
4,--,DRO,GJT,142,4,90
4,--,DIK,GJT,604,1,145
4,--,EGE,GJT,93,1,25
4,--,FLG,GJT,325,1,45
4,--,MTJ,GJT,54,4,80
4,--,SNA,GJT,641,1,185
4,--,GUC,GJT,95,1,25
4,--,TPA,GNV,119,13,255
4,--,MCO,GNV,105,18,260
4,--,JAX,GNV,66,13,135
4,--,TLH,GNV,134,6,220
4,--,FLL,GNV,281,4,160
4,--,MLB,GNV,147,1,35
4,--,RSW,GNV,219,3,85
4,--,ATL,GNV,300,3,155
4,--,PBI,GNV,246,4,80
4,--,MIA,GNV,294,3,645
4,--,CRP,GNV,933,1,325
4,--,TYS,GNV,433,1,15
4,--,MOB,GNV,364,1,25
4,--,ECP,GNV,216,1,25
4,--,LEX,GNV,591,1,45
4,--,PIB,GPT,75,2,20
4,--,FLL,GPT,620,1,75
4,--,JAN,GPT,144,9,335
4,--,MCO,GPT,487,1,125
4,--,MSY,GPT,77,17,185
4,--,MGM,GPT,205,1,5
4,--,VPS,GPT,152,1,15
4,--,MEM,GPT,324,4,220
4,--,MOB,GPT,53,3,25
4,--,BTR,GPT,124,1,5
4,--,BNA,GPT,418,1,35
4,--,ECP,GPT,196,1,25
4,--,HSV,GPT,321,1,45
4,--,PNS,GPT,113,7,105
4,--,DCA,GPT,898,1,325
4,--,SAT,GPT,567,1,105
4,--,ATL,GPT,352,2,120
4,--,EYW,GPT,603,1,495
4,--,SDF,GPT,568,1,125
4,--,BHM,GPT,257,1,95
4,--,OAJ,GPT,734,1,15
4,--,TRI,GPT,568,1,55
4,--,MKE,GRB,107,29,705
4,--,ATW,GRB,25,2,10
4,--,MSN,GRB,111,14,220
4,--,ELP,GRB,1318,1,205
4,--,MQT,GRB,134,3,55
4,--,ORD,GRB,173,11,355
4,--,MSP,GRB,252,7,255
4,--,CWA,GRB,78,3,15
4,--,MCI,GRB,493,1,115
4,--,IMT,GRB,92,1,45
4,--,IND,GRB,342,1,115
4,--,MDW,GRB,187,2,220
4,--,CLE,GRB,382,1,55
4,--,DTW,GRB,287,1,15
4,--,TVC,GRB,127,1,15
4,--,SBN,GRB,212,1,25
4,--,AZO,GRB,202,1,5
4,--,ESC,GRB,99,1,55
4,--,RHI,GRB,103,1,15
4,--,CID,GRB,255,1,205
4,--,OMA,GRI,128,3,85
4,--,LAS,GRI,971,1,315
4,--,GCK,GRI,246,1,55
4,--,AUS,GRK,61,4,40
4,--,MAF,GRK,265,1,5
4,--,SPS,GRK,205,1,25
4,--,IAH,GRK,166,1,5
4,--,SAT,GRK,112,2,30
4,--,DFW,GRK,134,1,65
4,--,ELP,GRK,507,1,125
4,--,MHK,GRK,560,1,95
4,--,TVC,GRR,129,5,245
4,--,DTW,GRR,120,106,2330
4,--,AZO,GRR,45,5,25
4,--,SBN,GRR,91,4,50
4,--,IND,GRR,222,10,520
4,--,ORD,GRR,137,48,1230
4,--,GSO,GRR,554,1,75
4,--,MDW,GRR,137,8,110
4,--,CAK,GRR,250,1,25
4,--,LEX,GRR,338,1,45
4,--,MBS,GRR,86,2,50
4,--,FNT,GRR,90,5,115
4,--,CLE,GRR,214,6,290
4,--,LAN,GRR,48,6,60
4,--,CVG,GRR,268,1,45
4,--,MKG,GRR,41,2,20
4,--,MSP,GRR,408,3,575
4,--,DAY,GRR,216,2,60
4,--,PHL,GRR,573,1,105
4,--,RDU,GRR,602,3,475
4,--,MKE,GRR,121,3,25
4,--,MSN,GRR,194,3,85
4,--,CMH,GRR,241,2,210
4,--,FLL,GRR,1198,1,185
4,--,MCO,GRR,1024,2,450
4,--,ATL,GRR,640,1,45
4,--,CLT,GRR,583,1,85
4,--,BTV,GRR,629,1,55
4,--,GRB,GRR,171,1,5
4,--,MDT,GRR,490,1,25
4,--,BUF,GRR,345,1,35
4,--,FWA,GRR,132,1,5
4,--,PVD,GRR,726,1,55
4,--,BWI,GRR,528,1,255
4,--,BNA,GRR,470,1,5
4,--,OKC,GRR,828,1,165
4,--,LGA,GRR,618,1,45
4,--,ATL,GSO,306,11,415
4,--,AGS,GSO,221,1,25
4,--,CLT,GSO,83,66,1020
4,--,ORD,GSO,589,1,95
4,--,RDU,GSO,66,49,495
4,--,CHS,GSO,221,5,65
4,--,AVL,GSO,153,9,155
4,--,BNA,GSO,377,1,65
4,--,BGR,GSO,837,1,265
4,--,MCO,GSO,535,1,45
4,--,GSP,GSO,153,8,220
4,--,PHL,GSO,365,2,240
4,--,ORF,GSO,215,1,5
4,--,TRI,GSO,140,2,80
4,--,BWI,GSO,278,3,105
4,--,RIC,GSO,175,7,265
4,--,ROA,GSO,84,8,200
4,--,CMH,GSO,313,1,35
4,--,FLL,GSO,691,2,190
4,--,LGA,GSO,461,1,105
4,--,ILM,GSO,171,5,115
4,--,RSW,GSO,668,1,115
4,--,IND,GSO,427,1,25
4,--,AEX,GSO,796,1,165
4,--,PHX,GSO,1825,1,205
4,--,MYR,GSO,177,1,25
4,--,DCA,GSO,248,1,45
4,--,MSY,GSO,731,1,45
4,--,IAD,GSO,239,1,5
4,--,BDL,GSO,561,1,55
4,--,MEM,GSO,570,1,25
4,--,CAE,GSO,163,1,55
4,--,CHO,GSO,163,2,40
4,--,TYS,GSO,228,2,40
4,--,CVG,GSO,330,1,15
4,--,CRW,GSO,181,1,25
4,--,FAY,GSO,97,1,5
4,--,DFW,GSO,999,1,115
4,--,SEA,GSO,2292,1,905
4,--,ALB,GSO,564,1,45
4,--,CLT,GSP,75,59,885
4,--,ORD,GSP,577,4,330
4,--,DFW,GSP,862,2,280
4,--,ATL,GSP,153,43,1035
4,--,MIA,GSP,637,2,260
4,--,RIC,GSP,328,1,55
4,--,RDU,GSP,205,20,620
4,--,DCA,GSP,396,2,100
4,--,SAV,GSP,200,9,165
4,--,GSO,GSP,153,9,255
4,--,MEM,GSP,440,1,45
4,--,HSV,GSP,260,1,15
4,--,TPA,GSP,477,2,220
4,--,CHS,GSP,186,16,310
4,--,MCO,GSP,449,4,430
4,--,TYS,GSP,118,9,115
4,--,AVL,GSP,41,8,80
4,--,CAE,GSP,91,12,140
4,--,MYR,GSP,206,4,280
4,--,FLL,GSP,620,2,240
4,--,JAN,GSP,487,1,45
4,--,CLE,GSP,450,1,75
4,--,TRI,GSP,109,1,5
4,--,DAB,GSP,400,1,55
4,--,LAS,GSP,1850,1,335
4,--,BHM,GSP,275,3,95
4,--,PHL,GSP,515,1,85
4,--,PIT,GSP,401,1,125
4,--,CHA,GSP,170,3,65
4,--,PVD,GSP,751,2,110
4,--,IAD,GSP,384,1,25
4,--,DEN,GSP,1278,1,335
4,--,MSP,GSP,902,1,75
4,--,AGS,GSP,106,2,20
4,--,CVG,GSP,317,1,45
4,--,CID,GSP,705,1,45
4,--,MSY,GSP,578,1,55
4,--,MGM,GSP,300,1,15
4,--,JAX,GSP,305,1,5
4,--,MHT,GSP,802,2,130
4,--,DTW,GSP,508,1,55
4,--,CHO,GSP,307,1,95
4,--,HLN,GTF,67,8,80
4,--,BIL,GTF,177,5,185
4,--,BZN,GTF,118,6,60
4,--,MSO,GTF,134,6,300
4,--,FCA,GTF,146,3,185
4,--,PDX,GTF,550,1,435
4,--,PSC,GTF,376,1,55
4,--,DEN,GTF,623,1,45
4,--,GEG,GTF,288,1,195
4,--,IDA,GTF,276,1,35
4,--,IMT,GTF,1108,1,125
4,--,BHM,GTR,106,2,40
4,--,PNS,GTR,221,1,5
4,--,MEM,GTR,135,1,5
4,--,MSY,GTR,257,2,120
4,--,JAN,GTR,117,1,25
4,--,ATL,GTR,241,3,75
4,--,BWI,GTR,773,1,65
4,--,DEN,GUC,152,2,40
4,--,OKC,GUC,560,1,65
4,--,MTJ,GUC,52,1,15
4,--,DIK,HDN,489,1,115
4,--,DEN,HDN,141,34,670
4,--,MEM,HDN,1014,1,245
4,--,IAH,HDN,985,1,225
4,--,SFO,HDN,838,1,255
4,--,MTJ,HDN,141,1,65
4,--,LAS,HDN,527,1,75
4,--,SAV,HHH,30,2,10
4,--,CAE,HHH,121,1,35
4,--,TRI,HHH,309,1,15
4,--,INL,HIB,86,1,5
4,--,DLH,HIB,48,1,5
4,--,LAS,HLN,745,1,95
4,--,BIL,HLN,174,2,100
4,--,FCA,HLN,159,1,5
4,--,BZN,HLN,70,7,75
4,--,SLC,HLN,402,1,55
4,--,MSO,HLN,102,2,40
4,--,GTF,HLN,67,5,65
4,--,OAJ,HLN,1959,1,125
4,--,IDA,HLN,214,1,15
4,--,BTM,HLN,51,1,15
4,--,KOA,HNL,163,304,10530
4,--,OGG,HNL,100,465,9225
4,--,LIH,HNL,102,207,3795
4,--,ITO,HNL,216,25,1405
4,--,LAS,HNL,2762,4,5370
4,--,MKK,HNL,54,3,25
4,--,SNA,HNL,2584,2,1030
4,--,LAX,HNL,2556,5,3655
4,--,SAN,HNL,2614,7,2335
4,--,MIA,HNL,4862,1,865
4,--,DFW,HNL,3784,1,725
4,--,SFO,HNL,2398,8,3540
4,--,PHX,HNL,2917,1,545
4,--,TPA,HNL,4691,1,2495
4,--,SEA,HNL,2677,3,1935
4,--,DEN,HNL,3365,1,645
4,--,LNY,HNL,72,1,5
4,--,PDX,HNL,2603,1,495
4,--,GUM,HNL,3801,1,1505
4,--,ANC,HNL,2777,1,255
4,--,JHM,HNL,84,1,5
4,--,ABQ,HOB,254,1,65
4,--,MAF,HOB,79,1,15
4,--,ATL,HOU,696,7,785
4,--,EWR,HOU,1411,2,420
4,--,HRL,HOU,277,2,180
4,--,AUS,HOU,148,61,1515
4,--,BUR,HOU,1389,2,1290
4,--,SAT,HOU,192,42,1390
4,--,CRP,HOU,187,10,600
4,--,DAL,HOU,239,63,3015
4,--,DFW,HOU,247,22,910
4,--,SAN,HOU,1313,2,150
4,--,IAH,HOU,24,19,205
4,--,LFT,HOU,201,1,55
4,--,MSY,HOU,302,12,390
4,--,CLL,HOU,92,1,15
4,--,TPA,HOU,781,3,365
4,--,ROC,HOU,1346,1,275
4,--,DCA,HOU,1218,1,135
4,--,MDW,HOU,937,3,785
4,--,PNS,HOU,488,1,65
4,--,IND,HOU,861,1,145
4,--,RDU,HOU,1050,1,275
4,--,LAS,HOU,1235,2,550
4,--,CLE,HOU,1106,1,125
4,--,STL,HOU,687,3,335
4,--,ABQ,HOU,759,1,205
4,--,MCO,HOU,849,4,480
4,--,LBB,HOU,474,2,90
4,--,LAX,HOU,1390,2,370
4,--,MCI,HOU,666,1,95
4,--,PHX,HOU,1020,1,85
4,--,SNA,HOU,1357,1,295
4,--,CVG,HOU,886,1,775
4,--,BPT,HOU,78,1,15
4,--,FLL,HOU,957,2,410
4,--,BTR,HOU,255,1,65
4,--,PHL,HOU,1336,1,445
4,--,LGA,HPN,22,21,115
4,--,BTV,HPN,237,1,45
4,--,EWR,HPN,35,16,120
4,--,JFK,HPN,30,8,60
4,--,ALB,HPN,116,3,45
4,--,IAD,HPN,247,2,40
4,--,CHO,HPN,324,1,55
4,--,BDL,HPN,80,14,110
4,--,PVD,HPN,127,3,35
4,--,BOS,HPN,166,15,465
4,--,BUF,HPN,289,4,350
4,--,PHL,HPN,115,7,165
4,--,MDT,HPN,172,1,25
4,--,BWI,HPN,204,3,185
4,--,PIT,HPN,344,1,75
4,--,DCA,HPN,234,1,35
4,--,MGM,HPN,927,1,85
4,--,PBI,HPN,1056,1,65
4,--,SCE,HPN,217,1,55
4,--,ORD,HPN,738,1,615
4,--,SYR,HPN,187,1,15
4,--,ITH,HPN,173,1,35
4,--,HVN,HPN,45,1,5
4,--,PWM,HPN,249,1,85
4,--,SAT,HRL,233,6,100
4,--,CRP,HRL,107,6,60
4,--,AUS,HRL,273,1,45
4,--,IAH,HRL,295,4,180
4,--,LRD,HRL,144,1,5
4,--,HOU,HRL,277,2,120
4,--,ATL,HSV,151,12,280
4,--,BNA,HSV,103,33,585
